2017-12-15,财通证券,300199,翰宇药业,翰宇药业（300199）拐点已现，利拉鲁肽的看涨期权值得拥有-171213,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,方正证券,000858,五粮液,五粮液（000858）批价稳步上升，享高端量价齐升红利-171214,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,东吴证券,600346,恒力股份,恒力股份（600346）涤纶长丝高端化，PTA+炼化弹性大-171215,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,中信证券,300351,永贵电器,"永贵电器(300351)跟踪快报-轨交业务将迎拐点,多元同心战略推进-171215",http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,中信证券,600056,中国医药,"中国医药(600056)重大事项点评：设立广东通用血透中心,“点强“区域的创新业务延伸-171215",http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,天风证券,002174,游族网络,游族网络(002174)7亿定增落地，定增价倒挂14%， 三度彰显公司信心-171215,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,安信证券,600161,天坛生物,天坛生物(600161)中生三所血制资产注入方案落地，蓉生股权持有比例超预期-171214,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,国信证券,002343,慈文传媒,慈文传媒（002343）定增落地，精品剧项目快速推进可期-171215,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,东兴证券,002664,长鹰信质,信质电机（002664）关联交易彰显无人机盈利水平高-171214,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,东兴证券,000063,中兴通讯,中兴通讯（000063）业务全景解构，份额提升领跑5G-171214,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,银河证券,600759,洲际油气,洲际油气（600759）优化负债结构降财务费用，油气并举增强抗风险能力-171212,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,银河证券,600973,宝胜股份,宝胜股份（600973）员工激励方案出炉，线缆巨头上下一心扬帆起航-171213,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,西南证券,600153,建发股份,建发股份（600153）供应链业务持续发力，地产业务放量可期-171214,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,中信证券,002624,完美世界,完美世界(002624)重大事项点评：《武林外传》十年 再出鞘， 超级IP值得期待-171215,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,财富证券,603233,大参林,大参林（603233）动态点评：稳定优势，强势扩张-171215,http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,海通证券,002410,广联达,"广联达(002410)第二期员工持股完成购买,“数字建筑“大道践行者-171215",http://www.51pdf.com.cn/report_gg_p383/,51pdf,
2017-12-15,中信证券,603799,华友钴业,华友钴业(603799)重大事项点评：持续扩张强化钴资源战略布局-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,中信证券,002555,三七互娱,"三七互娱(002555)深度跟踪报告-页转手时代流量巨头-续写页游传奇,再创《永恒》佳绩-171214",http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,海通证券,000661,长春高新,长春高新(000661)2.9亿投资瑞宙生物40%股权，布局肺炎疫苗新品种-171215,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,东北证券,300098,高新兴,高新兴（300098）物联网核心标的，外延拓展战略布局-171215,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,中信建投,600446,金证股份,金证股份（600446）参设FINTECH产业基金，加速金融科技业务布局-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,财富证券,600588,用友网络,用友网络（600588）动态点评：省级云平台相继落地，助力智能制造转型升级-171215,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,广发证券,002920,德赛西威,德赛西威（002920）前装车载信息娱乐显示等系统的龙头企业-171215,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,中金公司,601012,隆基股份,隆基股份(601012)傲视群雄-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,中金公司,603517,绝味食品,绝味食品(603517)休闲卤制品龙头，门店扩张与同店增长可期-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,中金公司,000338,潍柴动力,潍柴动力(000338)技术升级走出去，产品扩张引进来-171215,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,中金公司,601021,春秋航空,春秋航空(601021)淡季表现符合预期，精细化收益管理效果继续-171215,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,中金公司,002543,万和电气,万和电气(002543)10-11月零售均价继续提升，成本转嫁机制正在运行-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,东北证券,002081,金螳螂,金螳螂（002081）新签订单大幅增长，电商家装放量在即-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,东北证券,601398,工商银行,东方财富（300059）与工商银行深度合作，优化金融平台生态体系-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,东北证券,300059,东方财富,东方财富（300059）与工商银行深度合作，优化金融平台生态体系-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,招商证券,002343,慈文传媒,慈文传媒（002343）定增落地，优化公司资本结构，利于主业发展-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,中泰证券,300244,迪安诊断,迪安诊断（300244）出售杭州意峥部分股权，助力博圣生物IPO进程-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,中泰证券,600056,中国医药,中国医药（600056）外延项目再下一城，后续外延发展可期-171215,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,东方证券,600570,恒生电子,恒生电子（600570）技术驱动型金融IT龙头，积极推进创新业务及产品布局-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,东吴证券,300567,精测电子,精测电子（300567）美国加州设立孙公司，苹果产业链布局棋高一着-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,东兴证券,601233,桐昆股份,桐昆股份（601233）桐昆长矣，于彼朝阳-171214,http://www.51pdf.com.cn/report_gg_p384/,51pdf,
2017-12-15,中泰证券,600029,南方航空,南方航空（600029）供需结构持续改善，期待票价弹性释放增厚业绩-171214,http://www.51pdf.com.cn/report_gg_p385/,51pdf,
2017-12-15,安信证券,002905,金逸影视,金逸影视(002905)立足高端影院品牌，自有影院规模加速扩张-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,安信证券,600809,山西汾酒,山西汾酒(600809)4季度减弱发货，2018年再度发力可期-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,安信证券,600161,天坛生物,天坛生物(600161)中生三所血制资产注入方案落地，蓉生股权持有比例超预期-171214,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,财通证券,002108,沧州明珠,沧州明珠（002108）隔膜持续扩产，打开未来空间-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,财通证券,300199,翰宇药业,翰宇药业（300199）拐点已现，利拉鲁肽的看涨期权值得拥有-171213,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,长江证券,002511,中顺洁柔,中顺洁柔(002511)产品升级渠道发力，铸就生活用纸品牌龙头-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,东北证券,300098,高新兴,高新兴（300098）物联网核心标的，外延拓展战略布局-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,东方证券,000830,鲁西化工,鲁西化工（000830）园区经济纵横延伸打造一体化壁垒，稳定性叠加成长性增强业绩确定性-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,东方证券,002285,世联行,世联行（002285）初探自持模式，构建多样公寓运营体系-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,东吴证券,600346,恒力股份,恒力股份（600346）涤纶长丝高端化，PTA+炼化弹性大-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,东吴证券,300567,精测电子,精测电子（300567）美国加州设立孙公司，苹果产业链布局棋高一着-171214,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,国信证券,002343,慈文传媒,慈文传媒（002343）定增落地，精品剧项目快速推进可期-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,国信证券,603708,家家悦,家家悦（603708）山东西部扩张加速，收购维克再下一城-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,海通证券,000661,长春高新,长春高新(000661)2.9亿投资瑞宙生物40%股权，布局肺炎疫苗新品种-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,海通证券,002410,广联达,"广联达(002410)第二期员工持股完成购买,“数字建筑“大道践行者-171215",http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,华金证券,002292,奥飞娱乐,奥飞娱乐(002292)从核心扩张，轻资产+主题乐园打造泛娱乐-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,申万宏源,000661,长春高新,"长春高新（000661）补充研发管线,投资2.9亿元收获创新药企50%股权-171215",http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,申万宏源,600803,新奥股份,新奥股份(600803)受益油价与甲醇价格上涨的弹性标的-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,天风证券,002385,大北农,大北农(002385)限制性股票激励计划授予完成，开启成长新阶段-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,天风证券,002174,游族网络,游族网络(002174)7亿定增落地，定增价倒挂14%， 三度彰显公司信心-171215,http://www.51pdf.com.cn/pj_1_4_176/,51pdf,
2017-12-15,西南证券,600153,建发股份,建发股份（600153）供应链业务持续发力，地产业务放量可期-171214,http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
2017-12-15,中泰证券,300244,迪安诊断,迪安诊断（300244）出售杭州意峥部分股权，助力博圣生物IPO进程-171214,http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
2017-12-15,中泰证券,600029,南方航空,南方航空（600029）供需结构持续改善，期待票价弹性释放增厚业绩-171214,http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
2017-12-15,中泰证券,600056,中国医药,中国医药（600056）外延项目再下一城，后续外延发展可期-171215,http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
2017-12-15,中信建投,603839,安正时尚,安正时尚（603839）大股东增持显信心，多品牌齐头并进，外延内生成长可期-171215,http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
2017-12-15,中信建投,002245,澳洋顺昌,澳洋顺昌（002245）地方政府控股公司增资淮安光电，强化LED业务-171215,http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
2017-12-15,中信建投,600446,金证股份,金证股份（600446）参设FINTECH产业基金，加速金融科技业务布局-171214,http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
2017-12-15,中信证券,603799,华友钴业,华友钴业(603799)重大事项点评：持续扩张强化钴资源战略布局-171214,http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
2017-12-15,中信证券,002555,三七互娱,"三七互娱(002555)深度跟踪报告-页转手时代流量巨头-续写页游传奇,再创《永恒》佳绩-171214",http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
2017-12-15,中信证券,002624,完美世界,完美世界(002624)重大事项点评：《武林外传》十年 再出鞘， 超级IP值得期待-171215,http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
2017-12-15,中信证券,300221,银禧科技,银禧科技(300221)债转股资产部分增值变现，乐视债务逐步回笼-171214,http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
2017-12-15,中信证券,600056,中国医药,"中国医药(600056)重大事项点评：设立广东通用血透中心,“点强“区域的创新业务延伸-171215",http://www.51pdf.com.cn/pj_1_4_177/,51pdf,
