2018-01-16,华泰证券,600018,上港集团,上港集团(600018)2017年业绩预增，吞吐量创新高-180116,http://www.51pdf.com.cn/report_gg_p255/,51pdf,
2018-01-16,兴业证券,001979,招商蛇口,招商蛇口（001979）点评：业绩高增长，销售破千亿-180116,http://www.51pdf.com.cn/report_gg_p255/,51pdf,
2018-01-16,中信证券,300685,艾德生物,艾德生物(300685)投资价值分析报告-成长性和全面性突出的伴随诊断国际化创新型龙头-180116,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,中信证券,601006,大秦铁路,"大秦铁路(601006)深度跟踪报告-稀缺资产,估值洼地-180115",http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,中信证券,300388,国祯环保,国祯环保(300388)投资价值分析报告-三重动力助推驶入快车道完善版图升级综合服务商-180115,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,中信证券,001979,招商蛇口,招商蛇口(001979)投资价值分析报告-土地储备在扩张中优化招商模式在复制中进化-180115,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,平安证券,300413,快乐购,快乐购（300413）芒果TV拟注入，展望中国HBO-180116,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,东吴证券,300284,苏交科,苏交科（300284）联合中标25.6亿大单，彰显规范＆专业性-180116,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,信达证券,603659,璞泰来,璞泰来（603659）深度报告：深耕锂电和新能源汽车的高端制造平台型企业-180116,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,中泰证券,601166,兴业银行,兴业银行（601166）营收增速回升，利润增速平稳-180116,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,西部证券,601633,长城汽车,长城汽车(601633)12月销量点评：去库存初见成效-180111,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,华泰证券,002024,苏宁易购,苏宁云商（002024）公司更名，智慧零售迈入新阶段-180116,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,华泰证券,002648,卫星石化,卫星石化（002648）C3链延续高景气，乙烷裂解前景广阔-180116,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,申万宏源,002376,新北洋,新北洋(002376)金融物流增长确定，新零售闪耀！-180116,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,申万宏源,600567,山鹰纸业,山鹰纸业(600567)2017年报业绩预告点评：业绩预告符合预期，18年废纸政策全落地，利好龙头，维持买入！-180115,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,申万宏源,600466,蓝光发展,蓝光发展(600466)股权激励计划助力公司经营规模再上台阶-180115,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,申万宏源,002419,天虹股份,天虹股份(002419)2018，厚积薄发-180115,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,光大证券,002818,富森美,富森美（002818）发布限制性股票激励计划，多方利益结合助力未来业绩增长-180116,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,东北证券,000503,海虹控股,海虹控股（000503）新时代，新起点，医保控费龙头再起航-180116,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,申万宏源,002745,木林森,木林森(002745)LED深度报告之三：封装龙头扩产保证高增，切入下游LEDVANCE打造照明新品牌-180115,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,申万宏源,002001,新和成,新和成(002001)海外龙头VA产线意外事故有望继续推升VA价格，公司业绩弹性巨大，维持买入评级-180115,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,广发证券,300323,华灿光电,华灿光电（300323）产能扩充+结构调整带动公司业绩快速增长-180116,http://www.51pdf.com.cn/report_gg_p256/,51pdf,
2018-01-16,安信证券,300426,唐德影视,唐德影视(300426)2017年主业业绩增长显著，出色制作能力及体系助力持续高速增长-180116,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,天风证券,601166,兴业银行,兴业银行(601166)下半年营收持续改善，负债结构调整成效显著-180116,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,天风证券,600048,保利地产,保利地产(600048)业绩增速超预期，销售突破3000亿-180116,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,安信证券,002138,顺络电子,顺络电子(002138)董事长及高管拟增持股份，彰显管理层信心-180115,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,安信证券,000681,视觉中国,视觉中国(000681)共生到多赢构筑闭环生态，2B至2C拓展主导用户-180115,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,安信证券,000050,深天马A,深天马A(000050)重大资产重组获证监会核准批复，开启发展新阶段-180115,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,安信证券,002465,海格通信,海格通信(002465)军工订单逐步落地，17年或迎业绩拐点-180115,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,安信证券,600360,华微电子,华微电子(600360)功率半导体市场需求旺盛，公司业绩大幅增长-180115,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,东莞证券,001979,招商蛇口,招商蛇口（001979）17年结算业绩超预期，估值偏低值得关注-180116,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,东兴证券,300498,温氏股份,温氏股份（300498）事件点评：黄鸡业务实现扭亏，全年业绩略超预期-180115,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,海通证券,300339,润和软件,"润和软件(300339)公司调研简报-启动非公开发行股份,提升金融信息化业务-180116",http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,海通证券,002415,海康威视,海康威视(002415)公司跟踪报告-当AI视觉遇到工业智能制造-180116,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,联讯证券,300251,光线传媒,光线传媒（300251）护城河深厚，领导者地位巩固，又到入场加码时-180116,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,浙商证券,300124,汇川技术,汇川技术(300124)获宁波轨交项目订单，彰显技术实力-180115,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,浙商证券,600869,智慧能源,智慧能源(600869)布局碳酸锂，加强锂电业务供应链管理-180115,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,中银国际,601166,兴业银行,兴业银行（601166）营收降幅改善，资产质量稳健向好-180116,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,国联证券,603788,宁波高发,宁波高发（603788）自动挡产品放量，业绩高速增长-180116,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,中泰证券,603019,中科曙光,中科曙光（603019）2017年归母净利增长36％，AI服务器不断落地-180116,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,财富证券,600460,士兰微,士兰微（600460）动态点评：国内IDM龙头企业，产能扩张助力高速发展-180116,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,中银国际,001979,招商蛇口,招商蛇口（001979）业绩超预期释放，远期高增长无忧-180116,http://www.51pdf.com.cn/report_gg_p257/,51pdf,
2018-01-16,太平洋证券,603638,艾迪精密,艾迪精密（603638）净利润预增76％左右，破碎锤和液压件均实现大幅增长-180115,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,太平洋证券,601677,明泰铝业,明泰铝业（601677）产能扩张需求成长，业绩确定性高-180115,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,财通证券,002583,海能达,海能达（002583）拟中标深圳公安项目，巩固公共安全领域龙头地位-180114,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,方正证券,300017,网宿科技,网宿科技（300017）直播答题新风口，CDN再迎增长机遇-180115,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,方正证券,002313,日海通讯,日海通讯（002313）转型物联网，打造“端+云”一站式服务平台-180115,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,方正证券,300259,新天科技,新天科技（300259）业绩增长强劲，未来有望再上新台阶-180115,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,西南证券,603299,井神股份,井神股份（603299）业绩符合预期，盈利能力显著回升-180115,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,财富证券,603037,凯众股份,凯众股份（603037）动态点评：自主崛起受益，2017年净利预增逾3成-180116,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,东北证券,002010,传化智联,传化智联（002010）加速完善传化网生态圈，区块链技术打造智能网络-180116,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,方正证券,600703,三安光电,三安光电（600703）业绩预告高速增长，LED芯片龙头再创辉煌-180114,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,招商证券,603638,艾迪精密,艾迪精密（603638）业绩预增略超预期，市场订单持续饱满-180115,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,招商证券,002012,凯恩股份,凯恩股份（002012）拟收购标的卓能新能源调研报告-180116,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,长城证券,603788,宁波高发,宁波高发（603788）配套车型持续热销，产品结构升级增强盈利能力-180116,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,东方证券,603179,新泉股份,新泉股份（603179）业绩超预期，盈利能力同比改善-180116,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,国信证券,300136,信维通信,信维通信（300136）对外业务实施平台化战略、对内践行合伙人制度的优秀公司-180116,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,东兴证券,000333,美的集团,美的集团（000333）调研简报：多元化布局的“智”造龙头-180115,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,财富证券,000100,TCL集团,TCL集团（000100）动态点评：主营业务稳步增长，业绩预增显实力-180116,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,海通证券,300233,金城医药,"金城医药(300233)公司公告点评-并购整合能力初步兑现,低估值高增长,维持“增持“评级-180116",http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,申万宏源,603866,桃李面包,桃李面包(603866)利润增速略超预期，稳健成长继续验证-180115,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,申万宏源,002152,广电运通,广电运通(002152)人工智能及区块链打开公司成长空间-180115,http://www.51pdf.com.cn/report_gg_p258/,51pdf,
2018-01-16,申万宏源,601888,中国国旅,中国国旅(601888)北京临空免税城项目启动，与首都机场有望形成联动-180115,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,申万宏源,601117,中国化学,"中国化学(601117)订单高增长料将持续,海外和运营将成新动力-180115",http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,西南证券,600567,山鹰纸业,山鹰纸业（600567）业绩高增长，龙头效应凸显-180115,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,东吴证券,603766,隆鑫通用,隆鑫通用（603766）航空汽油发动机获EASA型号认证，通航发动机产业化持续推进-180116,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,国信证券,002008,大族激光,大族激光（002008）引领中国智造，打造装备力量-180116,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,中泰证券,603677,奇精机械,奇精机械（603677）家电离合器龙头，打造汽车零部件第二主业-180115,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,财富证券,002640,跨境通,跨境通（002640）动态点评：收购前海帕拓逊剩余股权，加码跨境电商出口实力-180116,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,财富证券,600703,三安光电,三安光电（600703）动态点评：LED供需两旺，业绩增长符合预期-180116,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,光大证券,002344,海宁皮城,海宁皮城（002344）收购时尚小镇70％股权，持续推进业务多元化布局-180115,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,东方证券,601238,广汽集团,广汽集团（601238）4季度盈利略低于预期，看好18年传祺和广丰新车销量-180116,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,东北证券,603816,顾家家居,顾家家居（603816）设立华中生产基地，全国布局稳步推进-180115,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,东北证券,600486,扬农化工,扬农化工（600486）如东二期产能释放，农药龙头大步前行-180116,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,国元证券,600984,建设机械,建设机械（600984）在手合同延续产值增约九成，18年业绩或超预期-180115,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,国信证券,600048,保利地产,保利地产（600048）业绩超预期、目标积极，维持“买入”评级-180116,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,国信证券,603019,中科曙光,中科曙光（603019）业绩快报符合预期，AI服务器值得期待-180116,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,东北证券,603039,泛微网络,泛微网络（603039）增资上海CA，强强联合拓展业务空间-180116,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,国泰君安,002024,苏宁易购,苏宁云商(002024)出售股权增厚业绩，更名明确战略方向-180115,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,国泰君安,603638,艾迪精密,艾迪精密(603638)业绩大幅增长76%，未来成长性极佳-180116,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,国泰君安,300124,汇川技术,汇川技术(300124)轨交业务再下一城-180115,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,国泰君安,601117,中国化学,中国化学(601117)年经营数据点评：订单回暖向业绩传导，周期品涨价成核心推力-180116,http://www.51pdf.com.cn/report_gg_p259/,51pdf,
2018-01-16,中金公司,300115,长盈精密,长盈精密(300115)国产机销售不佳影响业绩，国际客户是今年主要看点-180116,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,中金公司,002024,苏宁易购,苏宁云商(002024)基本面持续向好趋势确定，重申Top Pick-180115,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,中金公司,002438,江苏神通,江苏神通(002438)原材料高位使毛利率承压，收购节能业务注入业绩增量-180115,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,中金公司,001979,招商蛇口,招商蛇口(001979)2017业绩超市场预期，千亿央企扬帆启航-180116,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,中金公司,000703,恒逸石化,恒逸石化(000703)PTA与涤纶主业稳健发展-180115,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,中金公司,000049,德赛电池,德赛电池(000049)苹果新机良率、新能源车拖累2017业绩-180115,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,中金公司,601333,广深铁路,广深铁路(601333)三重催化剂在前，维持推荐-180116,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,中金公司,601238,广汽集团,广汽集团(601238)净利润料破百亿，精准定位细分市场-180116,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,中金公司,002368,太极股份,太极股份(002368)中电太极成立，军民融合加速-180116,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,中金公司,002035,华帝股份,华帝股份(002035)成长趋势良好，换年估值切换-180115,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,中金公司,600018,上港集团,上港集团(600018)多元化收益驱动业绩高增长；2018 年吞吐量稳健增长，费率或承压-180115,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,中金公司,600703,三安光电,三安光电(600703)业绩符合市场预期，化合物半导体迎来结构性成长-180115,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,海通证券,300349,金卡智能,"金卡智能(300349)公司研究报告-卡位NB-IoT,无线燃气表放量增长-180115",http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,海通证券,300009,安科生物,"安科生物(300009)公司研究报告-生长激素快速放量,CART临床获受理-180115",http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,海通证券,002849,威星智能,"威星智能(002849)公司研究报告-智能燃气表领先者,把握行业变革良机-180116",http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,招商证券,601238,广汽集团,广汽集团（601238）17业绩预增符合预期，18年新产能释放助力高增长-180115,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,广发证券,002293,罗莱生活,罗莱生活（002293）家纺行业龙头，业绩加速复苏-180115,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,财富证券,001979,招商蛇口,招商蛇口（001979）动态点评：业绩亮眼，扩张提速-180116,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,东吴证券,300595,欧普康视,欧普康视（300595）顺行业上升周期经营稳健，2017业绩预增25％-45％-180115,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,兴业证券,603612,索通发展,索通发展（603612）业绩预告点评：量价齐升，业绩大增-180107,http://www.51pdf.com.cn/report_gg_p260/,51pdf,
2018-01-16,兴业证券,600681,百川能源,百川能源（600681）业绩预告点评：内生业绩强劲增长，并购稳定长期预期-180114,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,兴业证券,600436,片仔癀,片仔癀（600436）核心品种量价齐升，业绩超预期-180110,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,兴业证券,601155,新城控股,新城控股（601155）销售点评：销售大幅增长，中国核心资产-180115,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,兴业证券,600048,保利地产,保利地产（600048）业绩实现稳定增长，销售突破300亿-180115,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,财通证券,300233,金城医药,金城医药（300233）业绩符合预期，争做妇儿抗感染细分领域龙头-180115,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,招商证券,300329,海伦钢琴,海伦钢琴（300329）公司艺术培训项目整合再次启动-180116,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,平安证券,001979,招商蛇口,招商蛇口（001979）扩张积极，业绩超预期兑现-180115,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,东方证券,300323,华灿光电,华灿光电（300323）全年持续高增长，抗风险能力强-180115,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,东吴证券,002640,跨境通,跨境通（002640）拟收购前海帕拓逊10％股权，精细化管理卓有成效，渠道及品牌优势愈加突出-180115,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,西南证券,603103,横店影视,横店影视（603103）渠道下沉，非票业务助力利润新增长-180115,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,国海证券,300607,拓斯达,拓斯达（300607）深度报告：渠道+技术+成本三重优势，工业自动化新星冉冉升起-180116,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,西南证券,300601,康泰生物,康泰生物（300601）补全腮腺炎后，公司将成可研发麻腮风-水痘四联苗唯一民企-180115,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,中泰证券,300426,唐德影视,唐德影视（300426）头部内容实力再度验证，2017年业绩预告同比高增长-180116,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,中泰证券,002310,东方园林,东方园林（002310）持续受益生态文明建设，全域旅游及危废业务快速成长-180116,http://www.51pdf.com.cn/report_gg_p261/,51pdf,
2018-01-16,安信证券,600360,华微电子,华微电子(600360)功率半导体市场需求旺盛，公司业绩大幅增长-180115,http://www.51pdf.com.cn/pj_1_4_116/,51pdf,
2018-01-16,安信证券,000050,深天马A,深天马A(000050)重大资产重组获证监会核准批复，开启发展新阶段-180115,http://www.51pdf.com.cn/pj_1_4_116/,51pdf,
2018-01-16,安信证券,000681,视觉中国,视觉中国(000681)共生到多赢构筑闭环生态，2B至2C拓展主导用户-180115,http://www.51pdf.com.cn/pj_1_4_116/,51pdf,
2018-01-16,安信证券,002138,顺络电子,顺络电子(002138)董事长及高管拟增持股份，彰显管理层信心-180115,http://www.51pdf.com.cn/pj_1_4_116/,51pdf,
2018-01-16,安信证券,300426,唐德影视,唐德影视(300426)2017年主业业绩增长显著，出色制作能力及体系助力持续高速增长-180116,http://www.51pdf.com.cn/pj_1_4_116/,51pdf,
2018-01-16,东北证券,002010,传化智联,传化智联（002010）加速完善传化网生态圈，区块链技术打造智能网络-180116,http://www.51pdf.com.cn/pj_1_4_116/,51pdf,
2018-01-16,东北证券,603816,顾家家居,顾家家居（603816）设立华中生产基地，全国布局稳步推进-180115,http://www.51pdf.com.cn/pj_1_4_116/,51pdf,
2018-01-16,东北证券,600486,扬农化工,扬农化工（600486）如东二期产能释放，农药龙头大步前行-180116,http://www.51pdf.com.cn/pj_1_4_116/,51pdf,
2018-01-16,东方证券,601238,广汽集团,广汽集团（601238）4季度盈利略低于预期，看好18年传祺和广丰新车销量-180116,http://www.51pdf.com.cn/pj_1_4_116/,51pdf,
2018-01-16,东方证券,600398,海澜之家,海澜之家（600398）低估值+高股息率提供安全边际，多品牌多品类加快布局有望打开业绩与估值向上弹性-180116,http://www.51pdf.com.cn/pj_1_4_116/,51pdf,
2018-01-16,东方证券,300323,华灿光电,华灿光电（300323）全年持续高增长，抗风险能力强-180115,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,东方证券,603179,新泉股份,新泉股份（603179）业绩超预期，盈利能力同比改善-180116,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,东吴证券,002640,跨境通,跨境通（002640）拟收购前海帕拓逊10％股权，精细化管理卓有成效，渠道及品牌优势愈加突出-180115,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,东吴证券,603766,隆鑫通用,隆鑫通用（603766）航空汽油发动机获EASA型号认证，通航发动机产业化持续推进-180116,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,东吴证券,300284,苏交科,苏交科（300284）联合中标25.6亿大单，彰显规范＆专业性-180116,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,广发证券,300323,华灿光电,华灿光电（300323）产能扩充+结构调整带动公司业绩快速增长-180116,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,广发证券,002293,罗莱生活,罗莱生活（002293）家纺行业龙头，业绩加速复苏-180115,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,国海证券,300607,拓斯达,拓斯达（300607）深度报告：渠道+技术+成本三重优势，工业自动化新星冉冉升起-180116,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,国信证券,600048,保利地产,保利地产（600048）业绩超预期、目标积极，维持“买入”评级-180116,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,国信证券,002008,大族激光,大族激光（002008）引领中国智造，打造装备力量-180116,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,国信证券,300136,信维通信,信维通信（300136）对外业务实施平台化战略、对内践行合伙人制度的优秀公司-180116,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,国信证券,603019,中科曙光,中科曙光（603019）业绩快报符合预期，AI服务器值得期待-180116,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,国元证券,600984,建设机械,建设机械（600984）在手合同延续产值增约九成，18年业绩或超预期-180115,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,海通证券,300009,安科生物,"安科生物(300009)公司研究报告-生长激素快速放量,CART临床获受理-180115",http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,海通证券,002415,海康威视,海康威视(002415)公司跟踪报告-当AI视觉遇到工业智能制造-180116,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,海通证券,300349,金卡智能,"金卡智能(300349)公司研究报告-卡位NB-IoT,无线燃气表放量增长-180115",http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,海通证券,300339,润和软件,"润和软件(300339)公司调研简报-启动非公开发行股份,提升金融信息化业务-180116",http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,海通证券,002849,威星智能,"威星智能(002849)公司研究报告-智能燃气表领先者,把握行业变革良机-180116",http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,华泰证券,000513,丽珠集团,"丽珠集团(000513)研发进度超预期,静待新产品引入-180116",http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,华泰证券,600018,上港集团,上港集团(600018)2017年业绩预增，吞吐量创新高-180116,http://www.51pdf.com.cn/pj_1_4_117/,51pdf,
2018-01-16,华泰证券,300259,新天科技,新天科技(300259)2017业绩高增长，维持买入评级-180116,http://www.51pdf.com.cn/pj_1_4_118/,51pdf,
2018-01-16,华泰证券,600428,中远海特,中远海特(600428)2017年度业绩预盈，符合预期-180116,http://www.51pdf.com.cn/pj_1_4_118/,51pdf,
2018-01-16,联讯证券,300251,光线传媒,光线传媒（300251）护城河深厚，领导者地位巩固，又到入场加码时-180116,http://www.51pdf.com.cn/pj_1_4_118/,51pdf,
